race_index,year,race,driverId,F2_champion,Former_F1_World_Champion,Nationality,home_race,constructorId,engine_manufacturer,constructor_nationality,starting_grid_position,points_in_previous_race,fastest_lap_from_last_race,laps_in_previous_race,race_win,new_index,constructorId_points_at_stage_of_season,driver_points_at_stage_of_season
432,2018,Brazilian Grand Prix,822,0,0,Finnish,0,131,Mercedes,German,3,10.0,79007,70.0,0,1254,620.0,237.0
432,2018,Brazilian Grand Prix,1,1,1,British,0,131,Mercedes,German,1,12.0,81007,71.0,1,433,620.0,383.0
432,2018,Brazilian Grand Prix,825,0,0,Danish,0,210,Ferrari,American,10,0.0,82009,69.0,0,1257,90.0,55.0
432,2018,Brazilian Grand Prix,154,1,0,French,0,210,Ferrari,American,8,0.0,81004,68.0,0,586,90.0,35.0
433,2018,Abu Dhabi Grand Prix,4,0,1,Spanish,0,1,Renault,British,15,0.0,73006,69.0,0,437,62.0,50.0
433,2018,Abu Dhabi Grand Prix,838,1,0,Belgian,0,1,Renault,British,18,0.0,73000,70.0,0,1271,62.0,12.0
433,2018,Abu Dhabi Grand Prix,840,0,0,Canadian,0,3,Mercedes,British,20,0.0,72008,69.0,0,1273,7.0,6.0
433,2018,Abu Dhabi Grand Prix,845,0,0,Russian,0,3,Mercedes,British,19,0.0,74003,69.0,0,1278,7.0,1.0
433,2018,Abu Dhabi Grand Prix,832,0,0,Spanish,0,4,Renault,French,11,0.0,72002,70.0,0,1265,122.0,53.0
433,2018,Abu Dhabi Grand Prix,807,1,0,German,0,4,Renault,French,10,0.0,Not Found,32.0,0,1240,122.0,69.0
433,2018,Abu Dhabi Grand Prix,843,0,0,New Zealander,0,5,Honda,Italian,16,0.0,73009,70.0,0,1276,33.0,4.0
433,2018,Abu Dhabi Grand Prix,842,1,0,French,0,5,Honda,Italian,17,0.0,74008,70.0,0,1275,33.0,29.0
433,2018,Abu Dhabi Grand Prix,20,0,1,German,0,6,Ferrari,Italian,3,8.0,71008,71.0,0,453,571.0,320.0
433,2018,Abu Dhabi Grand Prix,8,0,1,Finnish,0,6,Ferrari,Italian,4,15.0,Not Found,71.0,0,441,571.0,251.0
433,2018,Abu Dhabi Grand Prix,817,0,0,Australian,0,9,Renault,Austrian,5,12.0,71003,71.0,0,1250,419.0,170.0
433,2018,Abu Dhabi Grand Prix,830,0,1,Dutch,0,9,Renault,Austrian,6,18.0,72006,71.0,0,1263,419.0,249.0
433,2018,Abu Dhabi Grand Prix,839,0,0,French,0,10,Mercedes,Indian,9,0.0,72004,70.0,0,1272,111.0,49.0
433,2018,Abu Dhabi Grand Prix,815,0,0,Mexican,0,10,Mercedes,Indian,14,1.0,Not Found,70.0,0,1248,111.0,62.0
433,2018,Abu Dhabi Grand Prix,828,0,0,Swedish,0,15,Ferrari,Swiss,12,0.0,75003,20.0,0,1261,48.0,9.0
433,2018,Abu Dhabi Grand Prix,844,1,0,Monegasque,0,15,Ferrari,Swiss,8,6.0,72001,71.0,0,1277,48.0,39.0
433,2018,Abu Dhabi Grand Prix,822,0,0,Finnish,0,131,Mercedes,German,2,10.0,71005,71.0,0,1255,655.0,247.0
433,2018,Abu Dhabi Grand Prix,1,1,1,British,0,131,Mercedes,German,1,25.0,72008,71.0,1,434,655.0,408.0
433,2018,Abu Dhabi Grand Prix,825,0,0,Danish,0,210,Ferrari,American,13,2.0,72002,71.0,0,1258,93.0,56.0
433,2018,Abu Dhabi Grand Prix,154,1,0,French,0,210,Ferrari,American,7,4.0,72004,71.0,0,587,93.0,37.0
434,2019,Australian Grand Prix,846,0,0,British,0,1,Renault,British,8,,,,0,1280,0.0,0.0
434,2019,Australian Grand Prix,832,0,0,Spanish,0,1,Renault,British,18,8.0,Not Found,55.0,0,1266,0.0,0.0
434,2019,Australian Grand Prix,847,1,0,British,0,3,Mercedes,British,19,,,,0,1281,0.0,0.0
434,2019,Australian Grand Prix,9,0,0,Polish,0,3,Mercedes,British,20,,,,0,443,0.0,0.0
434,2019,Australian Grand Prix,817,0,0,Australian,1,4,Renault,French,12,12.0,Not Found,55.0,0,1251,6.0,0.0
434,2019,Australian Grand Prix,807,1,0,German,0,4,Renault,French,11,0.0,Not Found,0.0,0,1241,6.0,6.0
434,2019,Australian Grand Prix,848,0,0,Thai,0,5,Honda,Italian,13,,,,0,1282,1.0,0.0
434,2019,Australian Grand Prix,826,0,0,Russian,0,5,Honda,Italian,15,,,,0,1260,1.0,1.0
434,2019,Australian Grand Prix,20,0,1,German,0,6,Ferrari,Italian,3,18.0,Not Found,55.0,0,454,22.0,12.0
434,2019,Australian Grand Prix,844,1,0,Monegasque,0,6,Ferrari,Italian,5,6.0,Not Found,55.0,0,1278,22.0,10.0
434,2019,Australian Grand Prix,842,1,0,French,0,9,Honda,Austrian,17,0.0,Not Found,46.0,0,1276,15.0,0.0
434,2019,Australian Grand Prix,830,0,1,Dutch,0,9,Honda,Austrian,4,15.0,Not Found,55.0,0,1264,15.0,15.0
434,2019,Australian Grand Prix,841,0,0,Italian,0,51,Ferrari,Swiss,14,,,,0,1275,4.0,0.0
434,2019,Australian Grand Prix,8,0,1,Finnish,0,51,Ferrari,Swiss,9,0.0,Not Found,6.0,0,442,4.0,4.0
434,2019,Australian Grand Prix,822,0,0,Finnish,0,131,Mercedes,German,2,10.0,Not Found,55.0,1,1256,44.0,26.0
434,2019,Australian Grand Prix,1,1,1,British,0,131,Mercedes,German,1,25.0,Not Found,55.0,0,435,44.0,18.0
434,2019,Australian Grand Prix,154,1,0,French,0,210,Ferrari,American,6,2.0,Not Found,54.0,0,588,8.0,0.0
434,2019,Australian Grand Prix,825,0,0,Danish,0,210,Ferrari,American,7,1.0,Not Found,54.0,0,1259,8.0,8.0
434,2019,Australian Grand Prix,840,0,0,Canadian,0,211,Mercedes,British,16,0.0,Not Found,54.0,0,1274,2.0,2.0
434,2019,Australian Grand Prix,815,0,0,Mexican,0,211,Mercedes,British,10,4.0,Not Found,55.0,0,1249,2.0,0.0
435,2019,Bahrain Grand Prix,832,0,0,Spanish,0,1,Renault,British,7,0.0,91009,9.0,0,1267,8.0,0.0
435,2019,Bahrain Grand Prix,846,0,0,British,0,1,Renault,British,9,0.0,89006,57.0,0,1281,8.0,8.0
435,2019,Bahrain Grand Prix,847,1,0,British,0,3,Mercedes,British,19,0.0,89007,56.0,0,1282,0.0,0.0
435,2019,Bahrain Grand Prix,9,0,0,Polish,0,3,Mercedes,British,20,0.0,89003,55.0,0,444,0.0,0.0
435,2019,Bahrain Grand Prix,817,0,0,Australian,0,4,Renault,French,10,0.0,90008,28.0,0,1252,6.0,0.0
435,2019,Bahrain Grand Prix,807,1,0,German,0,4,Renault,French,17,6.0,Not Found,57.0,0,1242,6.0,6.0
435,2019,Bahrain Grand Prix,826,0,0,Russian,0,5,Honda,Italian,15,1.0,87004,57.0,0,1261,3.0,1.0
435,2019,Bahrain Grand Prix,848,0,0,Thai,0,5,Honda,Italian,12,0.0,88002,57.0,0,1283,3.0,2.0
435,2019,Bahrain Grand Prix,844,1,0,Monegasque,0,6,Ferrari,Italian,1,10.0,87009,58.0,0,1279,48.0,26.0
435,2019,Bahrain Grand Prix,20,0,1,German,0,6,Ferrari,Italian,2,12.0,88000,58.0,0,455,48.0,22.0
435,2019,Bahrain Grand Prix,842,1,0,French,0,9,Honda,Austrian,13,0.0,87002,57.0,0,1277,31.0,4.0
435,2019,Bahrain Grand Prix,830,0,1,Dutch,0,9,Honda,Austrian,5,15.0,86003,58.0,0,1265,31.0,27.0
435,2019,Bahrain Grand Prix,841,0,0,Italian,0,51,Ferrari,Swiss,16,0.0,88005,57.0,0,1276,10.0,0.0
435,2019,Bahrain Grand Prix,8,0,1,Finnish,0,51,Ferrari,Swiss,8,4.0,Not Found,57.0,0,443,10.0,10.0
435,2019,Bahrain Grand Prix,1,1,1,British,0,131,Mercedes,German,3,18.0,86001,58.0,1,436,87.0,43.0
435,2019,Bahrain Grand Prix,822,0,0,Finnish,0,131,Mercedes,German,4,26.0,86006,58.0,0,1257,87.0,44.0
435,2019,Bahrain Grand Prix,154,1,0,French,0,210,Ferrari,American,11,0.0,88005,29.0,0,589,8.0,0.0
435,2019,Bahrain Grand Prix,825,0,0,Danish,0,210,Ferrari,American,6,8.0,88002,58.0,0,1260,8.0,8.0
435,2019,Bahrain Grand Prix,840,0,0,Canadian,0,211,Mercedes,British,18,2.0,88006,57.0,0,1275,3.0,2.0
435,2019,Bahrain Grand Prix,815,0,0,Mexican,0,211,Mercedes,British,14,0.0,Not Found,57.0,0,1250,3.0,1.0
436,2019,Chinese Grand Prix,846,0,0,British,0,1,Renault,British,15,8.0,96008,57.0,0,1282,8.0,8.0
436,2019,Chinese Grand Prix,832,0,0,Spanish,0,1,Renault,British,14,0.0,96006,53.0,0,1268,8.0,0.0
436,2019,Chinese Grand Prix,9,0,0,Polish,0,3,Mercedes,British,18,0.0,98009,55.0,0,445,0.0,0.0
436,2019,Chinese Grand Prix,847,1,0,British,0,3,Mercedes,British,17,0.0,97003,56.0,0,1283,0.0,0.0
436,2019,Chinese Grand Prix,817,0,0,Australian,0,4,Renault,French,7,0.0,97007,53.0,0,1253,12.0,6.0
436,2019,Chinese Grand Prix,807,1,0,German,0,4,Renault,French,8,0.0,Not Found,53.0,0,1243,12.0,6.0
436,2019,Chinese Grand Prix,826,0,0,Russian,0,5,Honda,Italian,11,0.0,95009,56.0,0,1262,4.0,1.0
436,2019,Chinese Grand Prix,848,0,0,Thai,0,5,Honda,Italian,0,2.0,97008,57.0,0,1284,4.0,3.0
436,2019,Chinese Grand Prix,20,0,1,German,0,6,Ferrari,Italian,3,10.0,95009,57.0,0,456,73.0,37.0
436,2019,Chinese Grand Prix,844,1,0,Monegasque,0,6,Ferrari,Italian,4,16.0,93004,57.0,0,1280,73.0,36.0
436,2019,Chinese Grand Prix,842,1,0,French,0,9,Honda,Austrian,6,4.0,95003,57.0,0,1278,52.0,13.0
436,2019,Chinese Grand Prix,830,0,1,Dutch,0,9,Honda,Austrian,5,12.0,95003,57.0,0,1266,52.0,39.0
436,2019,Chinese Grand Prix,841,0,0,Italian,0,51,Ferrari,Swiss,19,0.0,95002,57.0,0,1277,12.0,0.0
436,2019,Chinese Grand Prix,8,0,1,Finnish,0,51,Ferrari,Swiss,13,6.0,Not Found,57.0,0,444,12.0,12.0
436,2019,Chinese Grand Prix,1,1,1,British,0,131,Mercedes,German,2,25.0,94005,57.0,1,437,130.0,68.0
436,2019,Chinese Grand Prix,822,0,0,Finnish,0,131,Mercedes,German,1,18.0,94002,57.0,0,1258,130.0,62.0
436,2019,Chinese Grand Prix,154,1,0,French,0,210,Ferrari,American,10,0.0,97003,16.0,0,590,8.0,0.0
436,2019,Chinese Grand Prix,825,0,0,Danish,0,210,Ferrari,American,9,0.0,96009,56.0,0,1261,8.0,8.0
436,2019,Chinese Grand Prix,840,0,0,Canadian,0,211,Mercedes,British,16,0.0,97000,56.0,0,1276,7.0,2.0
436,2019,Chinese Grand Prix,815,0,0,Mexican,0,211,Mercedes,British,12,1.0,Not Found,57.0,0,1251,7.0,5.0
437,2019,Azerbaijan Grand Prix,832,0,0,Spanish,0,1,Renault,British,9,0.0,98005,55.0,0,1269,18.0,6.0
437,2019,Azerbaijan Grand Prix,846,0,0,British,0,1,Renault,British,7,0.0,98003,50.0,0,1283,18.0,12.0
437,2019,Azerbaijan Grand Prix,9,0,0,Polish,0,3,Mercedes,British,0,0.0,100008,54.0,0,446,0.0,0.0
437,2019,Azerbaijan Grand Prix,847,1,0,British,0,3,Mercedes,British,16,0.0,97003,54.0,0,1284,0.0,0.0
437,2019,Azerbaijan Grand Prix,817,0,0,Australian,0,4,Renault,French,10,6.0,99006,55.0,0,1254,12.0,6.0
437,2019,Azerbaijan Grand Prix,807,1,0,German,0,4,Renault,French,15,0.0,Not Found,16.0,0,1244,12.0,6.0
437,2019,Azerbaijan Grand Prix,848,0,0,Thai,0,5,Honda,Italian,11,1.0,99009,55.0,0,1285,4.0,3.0
437,2019,Azerbaijan Grand Prix,826,0,0,Russian,0,5,Honda,Italian,6,0.0,98000,41.0,0,1263,4.0,1.0
437,2019,Azerbaijan Grand Prix,844,1,0,Monegasque,0,6,Ferrari,Italian,8,10.0,95009,56.0,0,1281,99.0,47.0
437,2019,Azerbaijan Grand Prix,20,0,1,German,0,6,Ferrari,Italian,3,15.0,95008,56.0,0,457,99.0,52.0
437,2019,Azerbaijan Grand Prix,842,1,0,French,0,9,Honda,Austrian,0,9.0,95007,56.0,0,1279,64.0,13.0
437,2019,Azerbaijan Grand Prix,830,0,1,Dutch,0,9,Honda,Austrian,4,12.0,96001,56.0,0,1267,64.0,51.0
437,2019,Azerbaijan Grand Prix,841,0,0,Italian,0,51,Ferrari,Swiss,17,0.0,98000,55.0,0,1278,13.0,0.0
437,2019,Azerbaijan Grand Prix,8,0,1,Finnish,0,51,Ferrari,Swiss,0,2.0,Not Found,55.0,0,445,13.0,13.0
437,2019,Azerbaijan Grand Prix,1,1,1,British,0,131,Mercedes,German,2,25.0,96009,56.0,0,438,173.0,86.0
437,2019,Azerbaijan Grand Prix,822,0,0,Finnish,0,131,Mercedes,German,1,18.0,95009,56.0,1,1259,173.0,87.0
437,2019,Azerbaijan Grand Prix,154,1,0,French,0,210,Ferrari,American,14,0.0,97009,55.0,0,591,8.0,0.0
437,2019,Azerbaijan Grand Prix,825,0,0,Danish,0,210,Ferrari,American,12,0.0,97005,55.0,0,1262,8.0,8.0
437,2019,Azerbaijan Grand Prix,840,0,0,Canadian,0,211,Mercedes,British,13,0.0,97007,55.0,0,1277,17.0,4.0
437,2019,Azerbaijan Grand Prix,815,0,0,Mexican,0,211,Mercedes,British,5,4.0,Not Found,55.0,0,1252,17.0,13.0
438,2019,Spanish Grand Prix,846,0,0,British,0,1,Renault,British,10,4.0,105004,51.0,0,1284,22.0,12.0
438,2019,Spanish Grand Prix,832,0,0,Spanish,1,1,Renault,British,12,6.0,106008,51.0,0,1270,22.0,10.0
438,2019,Spanish Grand Prix,9,0,0,Polish,0,3,Mercedes,British,17,0.0,108007,49.0,0,447,0.0,0.0
438,2019,Spanish Grand Prix,847,1,0,British,0,3,Mercedes,British,19,0.0,107003,49.0,0,1285,0.0,0.0
438,2019,Spanish Grand Prix,817,0,0,Australian,0,4,Renault,French,13,0.0,107008,31.0,0,1255,12.0,6.0
438,2019,Spanish Grand Prix,807,1,0,German,0,4,Renault,French,0,0.0,Not Found,50.0,0,1245,12.0,6.0
438,2019,Spanish Grand Prix,848,0,0,Thai,0,5,Honda,Italian,11,0.0,106008,50.0,0,1286,6.0,3.0
438,2019,Spanish Grand Prix,826,0,0,Russian,0,5,Honda,Italian,9,0.0,108007,33.0,0,1264,6.0,3.0
438,2019,Spanish Grand Prix,844,1,0,Monegasque,0,6,Ferrari,Italian,5,11.0,103000,51.0,0,1282,121.0,57.0
438,2019,Spanish Grand Prix,20,0,1,German,0,6,Ferrari,Italian,3,15.0,105006,51.0,0,458,121.0,64.0
438,2019,Spanish Grand Prix,842,1,0,French,0,9,Honda,Austrian,6,0.0,106007,38.0,0,1280,87.0,21.0
438,2019,Spanish Grand Prix,830,0,1,Dutch,0,9,Honda,Austrian,4,12.0,105008,51.0,0,1268,87.0,66.0
438,2019,Spanish Grand Prix,841,0,0,Italian,0,51,Ferrari,Swiss,18,0.0,106000,50.0,0,1279,13.0,0.0
438,2019,Spanish Grand Prix,8,0,1,Finnish,0,51,Ferrari,Swiss,14,1.0,Not Found,50.0,0,446,13.0,13.0
438,2019,Spanish Grand Prix,822,0,0,Finnish,0,131,Mercedes,German,1,25.0,104000,51.0,0,1260,217.0,105.0
438,2019,Spanish Grand Prix,1,1,1,British,0,131,Mercedes,German,2,18.0,104002,51.0,1,439,217.0,112.0
438,2019,Spanish Grand Prix,154,1,0,French,0,210,Ferrari,American,7,0.0,109005,38.0,0,592,15.0,1.0
438,2019,Spanish Grand Prix,825,0,0,Danish,0,210,Ferrari,American,8,0.0,107007,50.0,0,1263,15.0,14.0
438,2019,Spanish Grand Prix,840,0,0,Canadian,0,211,Mercedes,British,16,2.0,106000,51.0,0,1278,17.0,4.0
438,2019,Spanish Grand Prix,815,0,0,Mexican,0,211,Mercedes,British,15,8.0,Not Found,51.0,0,1253,17.0,13.0
439,2019,Monaco Grand Prix,846,0,0,British,0,1,Renault,British,12,0.0,83006,44.0,0,1285,30.0,12.0
439,2019,Monaco Grand Prix,832,0,0,Spanish,0,1,Renault,British,9,4.0,81009,66.0,0,1271,30.0,18.0
439,2019,Monaco Grand Prix,9,0,0,Polish,0,3,Mercedes,British,20,0.0,83002,65.0,0,448,0.0,0.0
439,2019,Monaco Grand Prix,847,1,0,British,0,3,Mercedes,British,19,0.0,82004,65.0,0,1286,0.0,0.0
439,2019,Monaco Grand Prix,817,0,0,Australian,0,4,Renault,French,6,0.0,81006,66.0,0,1256,14.0,8.0
439,2019,Monaco Grand Prix,807,1,0,German,0,4,Renault,French,11,0.0,Not Found,66.0,0,1246,14.0,6.0
439,2019,Monaco Grand Prix,848,0,0,Thai,0,5,Honda,Italian,10,0.0,81000,66.0,0,1287,16.0,7.0
439,2019,Monaco Grand Prix,826,0,0,Russian,0,5,Honda,Italian,7,2.0,81007,66.0,0,1265,16.0,9.0
439,2019,Monaco Grand Prix,844,1,0,Monegasque,0,6,Ferrari,Italian,15,10.0,80000,66.0,0,1283,139.0,57.0
439,2019,Monaco Grand Prix,20,0,1,German,0,6,Ferrari,Italian,4,12.0,80008,66.0,0,459,139.0,82.0
439,2019,Monaco Grand Prix,830,0,1,Dutch,0,9,Honda,Austrian,3,15.0,80008,66.0,0,1269,110.0,78.0
439,2019,Monaco Grand Prix,842,1,0,French,0,9,Honda,Austrian,8,8.0,81005,66.0,0,1281,110.0,32.0
439,2019,Monaco Grand Prix,841,0,0,Italian,0,51,Ferrari,Swiss,18,0.0,82008,66.0,0,1280,13.0,0.0
439,2019,Monaco Grand Prix,8,0,1,Finnish,0,51,Ferrari,Swiss,14,0.0,Not Found,66.0,0,447,13.0,13.0
439,2019,Monaco Grand Prix,822,0,0,Finnish,0,131,Mercedes,German,2,18.0,79007,66.0,0,1261,257.0,120.0
439,2019,Monaco Grand Prix,1,1,1,British,0,131,Mercedes,German,1,26.0,78005,66.0,1,440,257.0,137.0
439,2019,Monaco Grand Prix,154,1,0,French,0,210,Ferrari,American,13,1.0,81001,66.0,0,593,16.0,2.0
439,2019,Monaco Grand Prix,825,0,0,Danish,0,210,Ferrari,American,5,6.0,81008,66.0,0,1264,16.0,14.0
439,2019,Monaco Grand Prix,840,0,0,Canadian,0,211,Mercedes,British,17,0.0,83002,44.0,0,1279,17.0,4.0
439,2019,Monaco Grand Prix,815,0,0,Mexican,0,211,Mercedes,British,16,0.0,Not Found,66.0,0,1254,17.0,13.0
440,2019,Canadian Grand Prix,832,0,0,Spanish,0,1,Renault,British,11,8.0,76009,78.0,0,1272,30.0,18.0
440,2019,Canadian Grand Prix,846,0,0,British,0,1,Renault,British,8,0.0,76004,78.0,0,1286,30.0,12.0
440,2019,Canadian Grand Prix,847,1,0,British,0,3,Mercedes,British,18,0.0,77000,77.0,0,1287,0.0,0.0
440,2019,Canadian Grand Prix,9,0,0,Polish,0,3,Mercedes,British,19,0.0,77004,77.0,0,449,0.0,0.0
440,2019,Canadian Grand Prix,807,1,0,German,0,4,Renault,French,7,0.0,Not Found,77.0,0,1247,28.0,12.0
440,2019,Canadian Grand Prix,817,0,0,Australian,0,4,Renault,French,4,2.0,76007,78.0,0,1257,28.0,16.0
440,2019,Canadian Grand Prix,848,0,0,Thai,0,5,Honda,Italian,13,4.0,76006,78.0,0,1288,17.0,7.0
440,2019,Canadian Grand Prix,826,0,0,Russian,0,5,Honda,Italian,10,6.0,76003,78.0,0,1266,17.0,10.0
440,2019,Canadian Grand Prix,20,0,1,German,0,6,Ferrari,Italian,1,18.0,76003,78.0,0,460,172.0,100.0
440,2019,Canadian Grand Prix,844,1,0,Monegasque,0,6,Ferrari,Italian,3,0.0,79002,16.0,0,1284,172.0,72.0
440,2019,Canadian Grand Prix,842,1,0,French,0,9,Honda,Austrian,5,11.0,74003,78.0,0,1282,124.0,36.0
440,2019,Canadian Grand Prix,830,0,1,Dutch,0,9,Honda,Austrian,9,12.0,76002,78.0,0,1270,124.0,88.0
440,2019,Canadian Grand Prix,841,0,0,Italian,0,51,Ferrari,Swiss,12,0.0,76003,76.0,0,1281,13.0,0.0
440,2019,Canadian Grand Prix,8,0,1,Finnish,0,51,Ferrari,Swiss,16,0.0,Not Found,77.0,0,448,13.0,13.0
440,2019,Canadian Grand Prix,1,1,1,British,0,131,Mercedes,German,2,25.0,76002,78.0,1,441,295.0,162.0
440,2019,Canadian Grand Prix,822,0,0,Finnish,0,131,Mercedes,German,6,15.0,75002,78.0,0,1262,295.0,133.0
440,2019,Canadian Grand Prix,154,1,0,French,0,210,Ferrari,American,14,1.0,77007,78.0,0,594,16.0,2.0
440,2019,Canadian Grand Prix,825,0,0,Danish,0,210,Ferrari,American,0,0.0,77000,77.0,0,1265,16.0,14.0
440,2019,Canadian Grand Prix,815,0,0,Mexican,0,211,Mercedes,British,15,0.0,Not Found,77.0,0,1255,19.0,13.0
440,2019,Canadian Grand Prix,840,0,0,Canadian,1,211,Mercedes,British,17,0.0,76004,77.0,0,1280,19.0,6.0
441,2019,French Grand Prix,832,0,0,Spanish,0,1,Renault,British,6,0.0,76005,69.0,0,1273,40.0,26.0
441,2019,French Grand Prix,846,0,0,British,0,1,Renault,British,5,0.0,78000,8.0,0,1287,40.0,14.0
441,2019,French Grand Prix,847,1,0,British,0,3,Mercedes,British,20,0.0,77002,68.0,0,1288,0.0,0.0
441,2019,French Grand Prix,9,0,0,Polish,0,3,Mercedes,British,18,0.0,77003,67.0,0,450,0.0,0.0
441,2019,French Grand Prix,817,0,0,Australian,0,4,Renault,French,8,8.0,76001,69.0,0,1258,32.0,16.0
441,2019,French Grand Prix,807,1,0,German,0,4,Renault,French,13,6.0,Not Found,69.0,0,1248,32.0,16.0
441,2019,French Grand Prix,848,0,0,Thai,0,5,Honda,Italian,11,0.0,77002,59.0,0,1289,17.0,7.0
441,2019,French Grand Prix,826,0,0,Russian,0,5,Honda,Italian,19,1.0,76002,69.0,0,1267,17.0,10.0
441,2019,French Grand Prix,20,0,1,German,0,6,Ferrari,Italian,7,18.0,75009,70.0,0,461,198.0,111.0
441,2019,French Grand Prix,844,1,0,Monegasque,0,6,Ferrari,Italian,3,15.0,74004,70.0,0,1285,198.0,87.0
441,2019,French Grand Prix,842,1,0,French,1,9,Honda,Austrian,9,4.0,76002,69.0,0,1283,137.0,37.0
441,2019,French Grand Prix,830,0,1,Dutch,0,9,Honda,Austrian,4,10.0,75008,70.0,0,1271,137.0,100.0
441,2019,French Grand Prix,841,0,0,Italian,0,51,Ferrari,Swiss,10,0.0,76004,69.0,0,1282,19.0,0.0
441,2019,French Grand Prix,8,0,1,Finnish,0,51,Ferrari,Swiss,12,0.0,Not Found,69.0,0,449,19.0,19.0
441,2019,French Grand Prix,822,0,0,Finnish,0,131,Mercedes,German,2,13.0,73001,70.0,0,1263,338.0,151.0
441,2019,French Grand Prix,1,1,1,British,0,131,Mercedes,German,1,25.0,75008,70.0,1,442,338.0,187.0
441,2019,French Grand Prix,154,1,0,French,1,210,Ferrari,American,16,0.0,76002,69.0,0,595,16.0,2.0
441,2019,French Grand Prix,825,0,0,Danish,0,210,Ferrari,American,15,0.0,77003,68.0,0,1266,16.0,14.0
441,2019,French Grand Prix,840,0,0,Canadian,0,211,Mercedes,British,17,2.0,76000,69.0,0,1281,19.0,6.0
441,2019,French Grand Prix,815,0,0,Mexican,0,211,Mercedes,British,14,0.0,Not Found,69.0,0,1256,19.0,13.0
442,2019,Austrian Grand Prix,832,0,0,Spanish,0,1,Renault,British,19,8.0,95006,53.0,0,1274,52.0,30.0
442,2019,Austrian Grand Prix,846,0,0,British,0,1,Renault,British,5,2.0,95002,52.0,0,1288,52.0,22.0
442,2019,Austrian Grand Prix,847,1,0,British,0,3,Mercedes,British,0,0.0,96008,51.0,0,1289,0.0,0.0
442,2019,Austrian Grand Prix,9,0,0,Polish,0,3,Mercedes,British,17,0.0,97006,51.0,0,451,0.0,0.0
442,2019,Austrian Grand Prix,817,0,0,Australian,0,4,Renault,French,12,0.0,95009,52.0,0,1259,32.0,16.0
442,2019,Austrian Grand Prix,807,1,0,German,0,4,Renault,French,15,4.0,Not Found,52.0,0,1249,32.0,16.0
442,2019,Austrian Grand Prix,848,0,0,Thai,0,5,Honda,Italian,18,0.0,95000,52.0,0,1290,17.0,7.0
442,2019,Austrian Grand Prix,826,0,0,Russian,0,5,Honda,Italian,16,0.0,95002,52.0,0,1268,17.0,10.0
442,2019,Austrian Grand Prix,20,0,1,German,0,6,Ferrari,Italian,9,11.0,93007,53.0,0,462,228.0,123.0
442,2019,Austrian Grand Prix,844,1,0,Monegasque,0,6,Ferrari,Italian,1,15.0,94008,53.0,0,1286,228.0,105.0
442,2019,Austrian Grand Prix,830,0,1,Dutch,0,9,Honda,Austrian,2,12.0,94002,53.0,1,1272,169.0,126.0
442,2019,Austrian Grand Prix,842,1,0,French,0,9,Honda,Austrian,8,1.0,95002,52.0,0,1284,169.0,43.0
442,2019,Austrian Grand Prix,841,0,0,Italian,0,51,Ferrari,Swiss,7,0.0,95001,52.0,0,1283,22.0,1.0
442,2019,Austrian Grand Prix,8,0,1,Finnish,0,51,Ferrari,Swiss,6,6.0,Not Found,52.0,0,450,22.0,21.0
442,2019,Austrian Grand Prix,1,1,1,British,0,131,Mercedes,German,4,25.0,93008,53.0,0,443,363.0,197.0
442,2019,Austrian Grand Prix,822,0,0,Finnish,0,131,Mercedes,German,3,18.0,94006,53.0,0,1264,363.0,166.0
442,2019,Austrian Grand Prix,154,1,0,French,0,210,Ferrari,American,11,0.0,96007,44.0,0,596,16.0,2.0
442,2019,Austrian Grand Prix,825,0,0,Danish,0,210,Ferrari,American,10,0.0,96007,52.0,0,1267,16.0,14.0
442,2019,Austrian Grand Prix,840,0,0,Canadian,0,211,Mercedes,British,14,0.0,95009,52.0,0,1282,19.0,6.0
442,2019,Austrian Grand Prix,815,0,0,Mexican,0,211,Mercedes,British,13,0.0,Not Found,52.0,0,1257,19.0,13.0
443,2019,British Grand Prix,846,0,0,British,1,1,Renault,British,8,8.0,69007,70.0,0,1289,60.0,22.0
443,2019,British Grand Prix,832,0,0,Spanish,0,1,Renault,British,13,4.0,68001,70.0,0,1275,60.0,38.0
443,2019,British Grand Prix,847,1,0,British,1,3,Mercedes,British,19,0.0,70009,69.0,0,1290,0.0,0.0
443,2019,British Grand Prix,9,0,0,Polish,0,3,Mercedes,British,20,0.0,71000,68.0,0,452,0.0,0.0
443,2019,British Grand Prix,807,1,0,German,0,4,Renault,French,10,0.0,Not Found,70.0,0,1250,39.0,17.0
443,2019,British Grand Prix,817,0,0,Australian,0,4,Renault,French,7,0.0,68000,70.0,0,1260,39.0,22.0
443,2019,British Grand Prix,848,0,0,Thai,0,5,Honda,Italian,9,0.0,69009,70.0,0,1291,19.0,7.0
443,2019,British Grand Prix,826,0,0,Russian,0,5,Honda,Italian,17,0.0,69005,70.0,0,1269,19.0,12.0
443,2019,British Grand Prix,20,0,1,German,0,6,Ferrari,Italian,6,12.0,68007,71.0,0,463,243.0,123.0
443,2019,British Grand Prix,844,1,0,Monegasque,0,6,Ferrari,Italian,3,18.0,68000,71.0,0,1287,243.0,120.0
443,2019,British Grand Prix,842,1,0,French,0,9,Honda,Austrian,5,6.0,69008,70.0,0,1285,191.0,55.0
443,2019,British Grand Prix,830,0,1,Dutch,0,9,Honda,Austrian,4,26.0,67005,71.0,0,1273,191.0,136.0
